ID,rating
0,3.2954657
1,3.6106935
2,3.6766772
3,2.522893
4,3.0553803
5,3.8221948
6,3.7371182
7,3.4748652
8,2.3617995
9,3.7603369
10,3.6155157
11,2.7343554
12,3.8011956
13,4.392972
14,3.5558257
15,4.1340623
16,3.2568054
17,1.944458
18,3.4902616
19,2.2636647
20,3.394022
21,4.1987343
22,4.1644955
23,3.439292
24,2.547272
25,4.168725
26,3.3905954
27,3.4683933
28,4.069642
29,4.0712395
30,4.595663
31,2.504644
32,4.382449
33,3.2689679
34,3.8481088
35,3.416312
36,3.8078146
37,4.32747
38,1.3757876
39,2.5618653
40,4.5913343
41,4.0241227
42,4.920557
43,3.0158625
44,2.4061713
45,2.921794
46,3.6774063
47,3.2971897
48,3.8470984
49,4.2856226
50,3.42254
51,3.0926852
52,3.4980545
53,3.396291
54,3.2998044
55,4.2931647
56,3.7262292
57,2.7597735
58,3.8974285
59,2.6255984
60,3.8128037
61,2.6176481
62,4.438232
63,4.010839
64,2.974115
65,3.7041965
66,5.0879064
67,3.6514454
68,1.9752982
69,2.3115041
70,4.406314
71,3.2275536
72,4.2944355
73,2.8955345
74,4.4713335
75,2.8797812
76,3.0057733
77,4.0697803
78,2.737791
79,3.605894
80,3.7865696
81,3.4014592
82,2.8263476
83,3.2120214
84,3.6210809
85,3.3078945
86,2.5856233
87,2.0852304
88,2.476258
89,3.255208
90,4.095087
91,3.238706
92,2.7845855
93,3.665729
94,3.6489618
95,3.893005
96,2.867073
97,3.362474
98,4.0566807
99,2.9570105
100,3.5313988
101,2.852466
102,3.9155908
103,5.3395157
104,2.9254076
105,5.065921
106,3.7783716
107,2.5812502
108,3.7379887
109,3.2398076
110,3.5941472
111,4.1362896
112,4.020446
113,4.8442235
114,4.214557
115,3.6616719
116,3.766017
117,3.7660272
118,4.000388
119,4.0431566
120,4.252088
121,4.1087446
122,2.8286781
123,2.8954985
124,3.7456589
125,2.5001044
126,3.3609824
127,2.7770782
128,3.6846871
129,3.530254
130,3.5645695
131,3.0338607
132,4.039977
133,2.6576357
134,5.0969744
135,3.2203288
136,3.1849918
137,3.9089873
138,3.4615307
139,4.9347405
140,4.564146
141,4.6214705
142,3.4526706
143,4.5829678
144,3.7874868
145,3.238936
146,4.107433
147,3.6637654
148,3.7101703
149,3.4714155
150,3.423308
151,3.333857
152,4.121097
153,3.2928567
154,4.3751855
155,1.2049382
156,3.2184987
157,5.2991753
158,3.1263163
159,1.6580296
160,5.3389325
161,3.7514071
162,4.401699
163,2.7317395
164,3.194602
165,2.6900814
166,3.888978
167,3.5872483
168,4.284335
169,3.3995328
170,2.9939516
171,3.3124838
172,4.0437984
173,3.645918
174,4.814377
175,2.7548506
176,3.7196295
177,2.7640514
178,2.9628959
179,4.1976786
180,3.079997
181,4.784025
182,3.333272
183,4.6002464
184,4.165807
185,3.6101217
186,3.4913647
187,3.8913338
188,4.387431
189,3.6103761
190,3.6088915
191,3.0256767
192,3.9729385
193,2.5930777
194,3.3941407
195,1.1635016
196,4.1437135
197,2.4491076
198,3.082259
199,3.41616
200,3.7246065
201,3.631887
202,4.303088
203,3.5217366
204,3.8369153
205,3.4662182
206,3.8704095
207,3.1220856
208,4.7535973
209,2.9184318
210,3.6848187
211,3.812245
212,3.639814
213,3.128235
214,4.1076956
215,3.8133607
216,2.3470535
217,6.433072
218,3.4416537
219,4.4643087
220,2.727753
221,2.7881649
222,4.3169928
223,3.285261
224,2.9018624
225,2.8544102
226,4.268748
227,2.7567036
228,3.050742
229,4.039206
230,3.1917727
231,3.4968
232,3.8036268
233,2.3075447
234,4.0888023
235,4.7567787
236,4.076928
237,2.5234644
238,1.8169487
239,2.2983408
240,4.50199
241,3.2435255
242,4.128123
243,2.5488358
244,3.369437
245,3.9645264
246,1.8347502
247,5.110441
248,2.9727244
249,3.4185612
250,4.8592744
251,3.5987587
252,4.185555
253,3.9557228
254,4.0262127
255,3.589524
256,4.2588983
257,2.8844638
258,2.9574783
259,2.2130938
260,4.319274
261,2.791373
262,4.1088867
263,3.8099465
264,3.9275334
265,2.951912
266,3.7377
267,4.020062
268,2.2249534
269,2.6269975
270,2.6055927
271,3.7087176
272,4.1257095
273,2.067501
274,3.111509
275,3.242523
276,3.3673768
277,3.3457694
278,2.639999
279,3.8628616
280,3.4782631
281,2.9007645
282,5.4744973
283,3.1006298
284,4.1175256
285,3.8706563
286,4.460519
287,2.809318
288,4.016804
289,3.9910035
290,4.121562
291,3.3409493
292,3.829805
293,3.7501774
294,3.2175503
295,2.4099455
296,3.8545785
297,3.4205587
298,3.2831497
299,3.9637585
300,2.9442766
301,4.237852
302,4.0038786
303,3.284817
304,4.086447
305,3.8076196
306,1.1550524
307,3.385013
308,4.2337036
309,4.169342
310,3.749247
311,3.6793213
312,4.6822844
313,3.002516
314,2.4713397
315,4.1450977
316,4.9792295
317,2.1950474
318,2.9990032
319,3.7575545
320,4.638089
321,3.9663372
322,3.6074839
323,3.1749117
324,4.202327
325,2.9639604
326,1.6567233
327,4.2447047
328,3.7261329
329,4.135293
330,3.4504042
331,3.8669615
332,3.5713792
333,2.8209758
334,4.240499
335,3.3062963
336,4.159473
337,3.8341196
338,4.0679045
339,3.5014234
340,4.423132
341,4.298819
342,2.4605155
343,3.4237945
344,2.767467
345,3.8642845
346,4.305642
347,4.3551054
348,3.3848288
349,2.2217736
350,3.78114
351,2.6910768
352,2.8592925
353,3.7147036
354,3.1059666
355,3.8364997
356,3.3836703
357,4.80549
358,2.6382523
359,3.8056052
360,3.4076514
361,2.059503
362,5.268771
363,3.4493651
364,4.345957
365,2.7244256
366,3.6820173
367,4.08162
368,1.8734162
369,3.257218
370,4.358443
371,4.080015
372,4.7886977
373,3.8453612
374,3.5686073
375,4.1439676
376,4.4393134
377,4.062165
378,3.9529936
379,2.567029
380,4.6866245
381,4.1789374
382,3.2427666
383,3.5082808
384,4.1487966
385,3.508214
386,3.3618572
387,3.3401842
388,4.045477
389,3.748293
390,2.5671487
391,3.5068834
392,3.5943499
393,3.0812507
394,3.4605384
395,3.8912497
396,3.1266086
397,3.5114694
398,4.1484284
399,5.0943847
400,4.553259
401,2.9978426
402,3.4650602
403,3.8754866
404,4.5395994
405,3.1453824
406,3.726158
407,2.4795408
408,3.4989657
409,3.9369667
410,3.98855
411,3.0197806
412,3.6460743
413,4.0331497
414,3.19842
415,4.858693
416,4.0405574
417,3.0644083
418,3.8782413
419,3.0845966
420,3.5736003
421,3.2379804
422,3.7650967
423,4.26529
424,3.3930044
425,3.578843
426,3.717279
427,3.8518338
428,3.3453546
429,3.0893865
430,2.5374155
431,3.6690378
432,3.9886978
433,4.229455
434,3.8807628
435,3.2243202
436,2.4626026
437,4.1227303
438,2.8601685
439,2.672716
440,3.7049036
441,3.7862346
442,3.510345
443,2.4970837
444,3.2963314
445,1.7002509
446,3.7849507
447,3.8267632
448,3.688724
449,3.3388462
450,4.094144
451,3.6767592
452,3.7582006
453,3.323735
454,2.64602
455,3.080871
456,3.8577805
457,2.8832996
458,2.9193244
459,4.768323
460,3.788663
461,3.320136
462,3.145766
463,4.8687334
464,4.3471155
465,2.7066486
466,4.32522
467,4.114014
468,3.0730908
469,2.7926426
470,4.212596
471,3.7541385
472,3.8483913
473,3.7871654
474,2.3266752
475,3.6493366
476,3.9679718
477,3.0898948
478,2.8738773
479,4.571442
480,3.225895
481,4.1509438
482,3.961257
483,3.28924
484,3.621623
485,3.8512125
486,4.147851
487,4.1923466
488,4.0835943
489,3.444758
490,4.268757
491,1.9475801
492,3.9994802
493,2.4232838
494,4.063431
495,2.4619064
496,2.3433115
497,3.286103
498,3.2672138
499,3.6773891
500,4.071563
501,4.303466
502,3.8350084
503,2.8457613
504,4.560094
505,2.9362988
506,2.573227
507,3.7496166
508,3.3273227
509,3.765638
510,2.746885
511,3.768903
512,3.5658407
513,3.6066031
514,3.9981635
515,2.6286218
516,2.4164698
517,3.3104615
518,3.5254302
519,0.791597
520,2.983964
521,3.8911204
522,4.8418384
523,3.8607078
524,2.85871
525,3.435154
526,4.5785756
527,4.658699
528,3.823279
529,3.5021794
530,3.1000319
531,3.6720388
532,3.8455353
533,2.9851708
534,3.653501
535,4.1520405
536,4.4221992
537,3.8307781
538,4.407843
539,3.2336688
540,3.4412477
541,4.1398425
542,3.2318687
543,2.7107248
544,4.205324
545,2.7553697
546,4.207698
547,3.5154455
548,4.2331944
549,4.1306067
550,3.5638044
551,2.9002924
552,1.8581593
553,4.0444927
554,4.680931
555,3.837859
556,3.3116426
557,3.3874032
558,3.421227
559,3.7344682
560,4.0009537
561,3.968994
562,3.3174944
563,3.7670727
564,4.729363
565,2.970428
566,3.8248181
567,2.8854194
568,3.5549417
569,2.374512
570,2.6530323
571,4.4764566
572,3.8171873
573,3.2892125
574,4.328287
575,3.0626936
576,4.2433615
577,4.2538958
578,3.368901
579,4.941289
580,3.4863367
581,4.179771
582,4.9773626
583,4.051167
584,3.3414867
585,3.8773468
586,3.12394
587,2.8858593
588,4.23168
589,1.8802027
590,3.1323316
591,2.6568842
592,3.9229674
593,3.122846
594,3.174858
595,3.2439647
596,3.704675
597,3.8783054
598,3.9894347
599,1.0818226
600,4.166928
601,1.8052926
602,1.9997542
603,4.3011856
604,3.9813516
605,2.6550498
606,3.6086874
607,3.7709284
608,3.1945252
